cphhhbh,产品类别,产品名称/通用名称,设备记录主键,规格型号,商品名称,单价,使用单元产品标识,医保编码,医疗器械注册人/备案人名称,医疗器械注册人/备案人英文名称,注册证编号或者备案凭证编号,最小销售单元产品标识
CZ70BDC275,耗材,人工晶状体,f314a505-f14b-49c0-bcee-b221c520f08f,CZ70BD  +27.5D,,,,C08010115101002096020000235,美国爱尔康公司,"Alcon Laboratories, Inc.","国械注进20153163292,国械注进20153223292",00380652244336
CZ70BDC280,耗材,人工晶状体,057252ce-873c-4727-9277-5520bef3e536,CZ70BD  +28D,,,,C08010115101002096020000220,美国爱尔康公司,"Alcon Laboratories, Inc.","国械注进20153163292,国械注进20153223292",00380652244343
CZ70BDC285,耗材,人工晶状体,bfeea111-67c0-43d4-9218-34e5d4e9de21,CZ70BD  +28.5D,,,,C08010115101002096020000230,美国爱尔康公司,"Alcon Laboratories, Inc.","国械注进20153163292,国械注进20153223292",00380652244350
CZ70BDC290,耗材,人工晶状体,59beef05-bc1d-4ca7-84e2-9221f6bb4433,CZ70BD  +29D,,,,C08010115101002096020000248,美国爱尔康公司,"Alcon Laboratories, Inc.","国械注进20153163292,国械注进20153223292",00380652244367
CZ70BDC295,耗材,人工晶状体,36d44c20-a81a-4499-a880-78473a78efe4,CZ70BD  +29.5D,,,,C08010115101002096020000226,美国爱尔康公司,"Alcon Laboratories, Inc.","国械注进20153163292,国械注进20153223292",00380652244374
CZ70BDC300,耗材,人工晶状体,815959d7-c273-43cc-8331-e12494c90667,CZ70BD  +30D,,,,C08010115101002096020000256,美国爱尔康公司,"Alcon Laboratories, Inc.","国械注进20153163292,国械注进20153223292",00380652244381
SV25T0.060,耗材,人工晶状体,fecbdd42-5eac-4ef0-bd0e-6f13c370b8f6,SV25T0 +6D,,,,C08010215104003096020000081,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306362
SV25T0.065,耗材,人工晶状体,7bf7e717-022a-4800-aa73-a0c5399d51d5,SV25T0 +6.5D,,,,C08010215104003096020000102,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306379
SV25T0.070,耗材,人工晶状体,0367314e-61f3-41e3-a72f-3a39f2385e42,SV25T0 +7D,,,,C08010215104003096020000094,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306386
SV25T0.075,耗材,人工晶状体,615d9a62-e7bd-4826-81cb-3a7920ffcffe,SV25T0 +7.5D,,,,C08010215104003096020000093,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306393
SV25T0.080,耗材,人工晶状体,04ba2df1-524b-4f26-8ff3-05b267671da4,SV25T0 +8D,,,,C08010215104003096020000080,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306409
SV25T0.085,耗材,人工晶状体,36bfcb08-8c84-4313-8891-a9b5333cc338,SV25T0 +8.5D,,,,C08010215104003096020000075,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306416
SV25T0.090,耗材,人工晶状体,988e9042-3f19-47f0-ac06-35e5ecc3731d,SV25T0 +9D,,,,C08010215104003096020000071,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306423
SV25T0.095,耗材,人工晶状体,136331bc-9b07-47fc-8dab-5e65cd0fc0f7,SV25T0 +9.5D,,,,C08010215104003096020000058,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306430
SV25T0.100,耗材,人工晶状体,7bdc665b-e06e-420b-b479-5f5ad0fed989,SV25T0 +10D,,,,C08010215104003096020000078,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306447
SV25T0.105,耗材,人工晶状体,55c6a64e-f603-4a42-b613-c6660e346fec,SV25T0 +10.5D,,,,C08010215104003096020000103,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306454
SV25T0.110,耗材,人工晶状体,a7346112-bb3d-4da7-824c-4d579968eb8f,SV25T0 +11D,,,,C08010215104003096020000065,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306461
SV25T0.115,耗材,人工晶状体,32e2ae53-a295-4f31-84bf-180c18b28263,SV25T0 +11.5D,,,,C08010215104003096020000067,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306478
SV25T0.120,耗材,人工晶状体,05fbb27e-a7dc-46e8-a299-b2e95139beb9,SV25T0 +12D,,,,C08010215104003096020000097,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306485
SV25T0.125,耗材,人工晶状体,64ac4a46-cb74-4e3a-ae99-c02838546428,SV25T0 +12.5D,,,,C08010215104003096020000077,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306492
SV25T0.130,耗材,人工晶状体,d48bb0e8-3d98-4f9c-be93-481818b7b142,SV25T0 +13D,,,,C08010215104003096020000073,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306508
SV25T0.135,耗材,人工晶状体,fd44a789-8180-475d-b316-d934f6b48c2a,SV25T0 +13.5D,,,,C08010215104003096020000092,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306515
SV25T0.140,耗材,人工晶状体,c614289d-4e46-44f7-93f8-43f86c2db76d,SV25T0 +14D,,,,C08010215104003096020000059,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306522
SV25T0.145,耗材,人工晶状体,64323d32-3177-407f-a69b-c1c66309dba9,SV25T0 +14.5D,,,,C08010215104003096020000096,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306539
SV25T0.150,耗材,人工晶状体,e5089be8-18a7-41f3-86f7-c7cc97a2f584,SV25T0 +15D,,,,C08010215104003096020000084,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306546
SV25T0.155,耗材,人工晶状体,34d1d2b8-b8e6-4250-a267-5dda0474bfff,SV25T0 +15.5D,,,,C08010215104003096020000055,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306553
SV25T0.160,耗材,人工晶状体,a5b382f0-1355-4b27-893b-beb3223a9bf6,SV25T0 +16D,,,,C08010215104003096020000083,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306560
SV25T0.165,耗材,人工晶状体,f20b78cf-312c-45ae-bdf2-b2eecde11de5,SV25T0 +16.5D,,,,C08010215104003096020000100,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306577
SV25T0.170,耗材,人工晶状体,bf31fc0f-d1d5-4c1d-aca4-8f2f87ac9808,SV25T0 +17D,,,,C08010215104003096020000099,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306584
SV25T0.175,耗材,人工晶状体,1cbeadfa-a0a8-4294-affe-7a47f9866822,SV25T0 +17.5D,,,,C08010215104003096020000070,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306591
SV25T0.180,耗材,人工晶状体,b854d8c9-d89b-4f04-a1fd-b423cb5cc59b,SV25T0 +18D,,,,C08010215104003096020000085,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306607
SV25T0.185,耗材,人工晶状体,89829a38-0065-4660-a863-f74f58137593,SV25T0 +18.5D,,,,C08010215104003096020000064,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306614
SV25T0.190,耗材,人工晶状体,1feb2074-4a0f-419c-8486-47908c2066ae,SV25T0 +19D,,,,C08010215104003096020000062,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306621
SV25T0.195,耗材,人工晶状体,98da0ff2-d900-48a5-90d6-6fcf3b547259,SV25T0 +19.5D,,,,C08010215104003096020000087,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306638
SV25T0.200,耗材,人工晶状体,e1655c4b-dc6c-450b-9bc2-9c4fc5527fbc,SV25T0 +20D,,,,C08010215104003096020000095,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306645
SV25T0.205,耗材,人工晶状体,c5ccd082-55c2-40d9-81f5-711f9dcdeb05,SV25T0 +20.5D,,,,C08010215104003096020000104,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306652
SV25T0.210,耗材,人工晶状体,90a53680-4896-41bb-b86e-4fb7d95d2e0f,SV25T0 +21D,,,,C08010215104003096020000082,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306669
SV25T0.215,耗材,人工晶状体,2f98b42a-9db2-44ef-9b7b-2218b2030d9c,SV25T0 +21.5D,,,,C08010215104003096020000089,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306676
SV25T0.220,耗材,人工晶状体,db8cf8f4-42f0-483e-bb12-f91198ae1b99,SV25T0 +22D,,,,C08010215104003096020000106,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306683
SV25T0.225,耗材,人工晶状体,24a309ef-2b85-49dc-b334-35b5a71f1b4c,SV25T0 +22.5D,,,,C08010215104003096020000098,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306690
SV25T0.230,耗材,人工晶状体,3de36d72-a9b5-41c1-b968-849780b38640,SV25T0 +23D,,,,C08010215104003096020000068,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306706
SV25T0.235,耗材,人工晶状体,b13b2695-9bc5-4dfc-bc56-b48c9cfa57b2,SV25T0 +23.5D,,,,C08010215104003096020000057,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306713
SV25T0.240,耗材,人工晶状体,4c5635db-4bfb-4e52-82a9-11f672718420,SV25T0 +24D,,,,C08010215104003096020000076,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307963
SV25T0.245,耗材,人工晶状体,534c95f2-e071-4b7a-8351-36b44bdf38fe,SV25T0 +24.5D,,,,C08010215104003096020000091,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307956
SV25T0.250,耗材,人工晶状体,62337c76-4d30-418c-a7dd-21ebdf733541,SV25T0 +25D,,,,C08010215104003096020000060,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307970
SV25T0.255,耗材,人工晶状体,2d5dbab8-a835-4a77-b043-48725ff7c46d,SV25T0 +25.5D,,,,C08010215104003096020000054,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307987
SV25T0.260,耗材,人工晶状体,d96de033-8110-4c77-803b-0f14c273d7de,SV25T0 +26D,,,,C08010215104003096020000105,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306720
SV25T0.265,耗材,人工晶状体,60ca410f-6441-4c50-9c53-a1ced56963ac,SV25T0 +26.5D,,,,C08010215104003096020000061,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306737
SV25T0.270,耗材,人工晶状体,b692804a-21e4-4daa-b14f-ce4cddb8d630,SV25T0 +27D,,,,C08010215104003096020000086,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306744
SV25T0.275,耗材,人工晶状体,cdbee03b-8fe3-466c-9340-310bb91026fa,SV25T0 +27.5D,,,,C08010215104003096020000079,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306751
SV25T0.280,耗材,人工晶状体,3a281340-1297-4dd3-b6e2-cfecb353c426,SV25T0 +28D,,,,C08010215104003096020000101,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306768
SV25T0.285,耗材,人工晶状体,60f5026f-98d7-4a10-b968-57a9e3bab7b1,SV25T0 +28.5D,,,,C08010215104003096020000090,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306775
SV25T0.290,耗材,人工晶状体,76a5d203-2311-46b5-b606-bfd6051da097,SV25T0 +29D,,,,C08010215104003096020000069,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306782
SV25T0.295,耗材,人工晶状体,f4db1a23-40f5-4321-a814-4a2271b96fbc,SV25T0 +29.5D,,,,C08010215104003096020000072,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306799
SV25T0.300,耗材,人工晶状体,0882dc79-32dd-48a3-a39a-897ad6163d05,SV25T0 +30D,,,,C08010215104003096020000063,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306805
SV25T0.310,耗材,人工晶状体,6d7fa85e-705d-4c21-bcb7-c8c38bca0fc2,SV25T0 +31D,,,,C08010215104003096020000066,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306812
SV25T0.320,耗材,人工晶状体,43746413-2f95-4c73-9dcd-425e5330b571,SV25T0 +32D,,,,C08010215104003096020000088,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306829
SV25T0.330,耗材,人工晶状体,63223f22-79b3-4445-abbb-a9067bf70be6,SV25T0 +33D,,,,C08010215104003096020000056,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306836
SV25T0.340,耗材,人工晶状体,b278f0a0-9d40-456f-a8dd-1b342bed951d,SV25T0 +34D,,,,C08010215104003096020000074,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306843
SV25T0J060,耗材,人工晶状体,75ebca6a-b226-457e-95a8-56e4726343ab,SV25T0 +6D,,,,C08010215104003096020000081,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306850
SV25T0J065,耗材,人工晶状体,e7ed5898-101a-49e0-ae72-f2930ebaa768,SV25T0 +6.5D,,,,C08010215104003096020000102,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306867
SV25T0J070,耗材,人工晶状体,95243f48-a837-4658-8942-dd3d06a2ad21,SV25T0 +7D,,,,C08010215104003096020000094,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306874
SV25T0J075,耗材,人工晶状体,99cba606-7b50-4ef9-a715-565240512376,SV25T0 +7.5D,,,,C08010215104003096020000093,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306881
SV25T0J080,耗材,人工晶状体,0b8ff5fb-4948-4cb3-bab7-90837291755a,SV25T0 +8D,,,,C08010215104003096020000080,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306898
SV25T0J085,耗材,人工晶状体,a8292923-76d9-4fb8-a7da-7e86eb5880d8,SV25T0 +8.5D,,,,C08010215104003096020000075,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306904
SV25T0J090,耗材,人工晶状体,34ff972d-9b30-4ec0-a8cf-fa57b9255523,SV25T0 +9D,,,,C08010215104003096020000071,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306911
SV25T0J095,耗材,人工晶状体,fde20649-76b1-4200-a755-654812839b27,SV25T0 +9.5D,,,,C08010215104003096020000058,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306928
SV25T0J100,耗材,人工晶状体,30c02fd5-ee49-4467-b26e-6b4a26b4c132,SV25T0 +10D,,,,C08010215104003096020000078,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306935
SV25T0J105,耗材,人工晶状体,e63d5e12-bd06-42dd-8728-935942e97b51,SV25T0 +10.5D,,,,C08010215104003096020000103,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306942
SV25T0J110,耗材,人工晶状体,ff59feb6-cce7-43aa-a8d7-5aeb4c31a90c,SV25T0 +11D,,,,C08010215104003096020000065,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306959
SV25T0J115,耗材,人工晶状体,8749db79-d9e6-4a07-aeba-dd805add749a,SV25T0 +11.5D,,,,C08010215104003096020000067,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306966
SV25T0J120,耗材,人工晶状体,28e80572-46a5-43d2-9269-dca58f5210d3,SV25T0 +12D,,,,C08010215104003096020000097,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306973
SV25T0J125,耗材,人工晶状体,7264e308-51c1-4467-b4ee-09c887adea81,SV25T0 +12.5D,,,,C08010215104003096020000077,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306980
SV25T0J130,耗材,人工晶状体,b2565ce5-a26f-4647-b816-a29ada5e0226,SV25T0 +13D,,,,C08010215104003096020000073,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652306997
SV25T0J135,耗材,人工晶状体,c632d48c-ce6c-493a-9f5e-d978172e5b4c,SV25T0 +13.5D,,,,C08010215104003096020000092,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307000
SV25T0J140,耗材,人工晶状体,c4acf50d-9384-41b1-8f52-87e866b2a73c,SV25T0 +14D,,,,C08010215104003096020000059,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307017
SV25T0J145,耗材,人工晶状体,ccaf1899-0407-437f-8ee8-2cb82ab6038d,SV25T0 +14.5D,,,,C08010215104003096020000096,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307024
SV25T0J150,耗材,人工晶状体,1d8aa3ec-f451-4c26-bfab-928bd683a3fc,SV25T0 +15D,,,,C08010215104003096020000084,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307031
SV25T0J155,耗材,人工晶状体,5f4cd6f2-8ae7-4ae8-852a-035ec01e1ad0,SV25T0 +15.5D,,,,C08010215104003096020000055,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307048
SV25T0J160,耗材,人工晶状体,367f39d3-fb35-4829-8f56-b5c8a17da86d,SV25T0 +16D,,,,C08010215104003096020000083,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307055
SV25T0J165,耗材,人工晶状体,a83b1a15-60f1-4f7f-b0a3-5c0c274252bb,SV25T0 +16.5D,,,,C08010215104003096020000100,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307062
SV25T0J170,耗材,人工晶状体,62030ae1-259d-46ab-9354-1db160e1e0b9,SV25T0 +17D,,,,C08010215104003096020000099,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307079
SV25T0J175,耗材,人工晶状体,3db3d56b-7af6-400e-b1ee-294313ac2022,SV25T0 +17.5D,,,,C08010215104003096020000070,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307086
SV25T0J180,耗材,人工晶状体,c6f0a458-e44a-4fc6-8097-7904e5d8c325,SV25T0 +18D,,,,C08010215104003096020000085,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307093
SV25T0J185,耗材,人工晶状体,4eb8241c-af88-4fff-a7b0-322f4590969a,SV25T0 +18.5D,,,,C08010215104003096020000064,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307109
SV25T0J190,耗材,人工晶状体,ef3bc942-ceaa-43d2-82fa-3b5fe787be16,SV25T0 +19D,,,,C08010215104003096020000062,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307116
SV25T3U175,耗材,人工晶状体,a3250a6c-901e-49d5-ae95-38416b4263ef,SV25T3 +17.5D,,,,C08010515104003096020000691,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20153160271,国械注进20153220271",00380652311168
SV25T0J200,耗材,人工晶状体,c86b3f94-a8e6-4052-98c2-512af69b49c6,SV25T0 +20D,,,,C08010215104003096020000095,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307130
SV25T0J205,耗材,人工晶状体,2aaa4d92-2b41-46d7-8b9f-5d11b9479fa4,SV25T0 +20.5D,,,,C08010215104003096020000104,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307147
SV25T0J210,耗材,人工晶状体,56972719-525b-4d04-ae43-f70e1d1ba57d,SV25T0 +21D,,,,C08010215104003096020000082,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307154
SV25T0J215,耗材,人工晶状体,54ed5fe8-2805-439c-924f-30d5d82d7da4,SV25T0 +21.5D,,,,C08010215104003096020000089,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307161
SV25T0J220,耗材,人工晶状体,be2dc320-3ae1-483a-a906-4fb305f839a0,SV25T0 +22D,,,,C08010215104003096020000106,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307178
SV25T0J225,耗材,人工晶状体,f6d9537d-7fd4-4502-b9bc-6fe84760cccb,SV25T0 +22.5D,,,,C08010215104003096020000098,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307185
SV25T0J230,耗材,人工晶状体,c15c68cd-ebdb-4c17-b84f-1471ed421c24,SV25T0 +23D,,,,C08010215104003096020000068,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307192
SV25T0J235,耗材,人工晶状体,f5af7af4-63c2-4cd0-8e5d-7fb5f0683545,SV25T0 +23.5D,,,,C08010215104003096020000057,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307208
SV25T0J240,耗材,人工晶状体,4da0b2ea-4449-4d03-ac7b-aa4c96abc6be,SV25T0 +24D,,,,C08010215104003096020000076,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307215
SV25T0J245,耗材,人工晶状体,92c1421b-bc66-47a9-a736-7b1903311e6a,SV25T0 +24.5D,,,,C08010215104003096020000091,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307222
SV25T0J250,耗材,人工晶状体,bb9589ba-2624-4b1d-a666-48e7a2c3a860,SV25T0 +25D,,,,C08010215104003096020000060,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307239
SV25T0J255,耗材,人工晶状体,f3dad038-bda3-4d0f-be7c-da0cfc100a61,SV25T0 +25.5D,,,,C08010215104003096020000054,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307246
SV25T0J260,耗材,人工晶状体,79655a2d-1381-4289-9da0-2fa6dd80c2ce,SV25T0 +26D,,,,C08010215104003096020000105,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307253
